enro_animal_id,redcap_data_access_group,enro_model,enro_species,mri_d2_conduct,p_mri_d2_ind,p_mri_d2_rsn___1,p_mri_d2_rsn___2,p_mri_d2_rsn___3,p_mri_d2_rsn___4,p_mri_d2_rsn___5,p_mri_d2_rsn___6,p_mri_d2_rsn___7,p_mri_d2_rsn___8,p_mri_d2_rsn___9,p_mri_d2_rsn_oth,p_mri_d2_adc_qa_snr,p_mri_d2_t2_qa_snr,p_mri_d2_mid_shift_indx,p_mri_d2_mid_shift_left,p_mri_d2_mid_shift_right,p_mri_d2_hem_left_tis,p_mri_d2_hem_right_tis,p_mri_d2_hem_left_csf,p_mri_d2_hem_right_csf,p_mri_d2_hem_right_les,p_mri_d2_hem_left_tot,p_mri_d2_hem_right_tot,p_mri_d2_vol_tis,p_mri_d2_vol_csf,p_mri_d2_vol_les,p_mri_d2_vol_tot,p_mri_d2_fract_csf,p_mri_d2_fract_csf_left,p_mri_d2_fract_csf_right,p_mri_d2_fract_tis,p_mri_d2_fract_tis_left,p_mri_d2_fract_tis_right,p_mri_d2_fract_les,p_mri_d2_fract_les_left,p_mri_d2_fract_les_right,p_mri_d2_comments,mri_d2_conduct_rsn,mri_d2_conduct_rsn_oth,mri_d2_upload_ida,mri_d2_upload_ida_rsn,mri_d2_anes_start_t,txas_reperfusion,txas_reperfusion_actual,enro_sex,rand_clot_length,srg_clot_length,p_mri_d2_hem_left_les
HC7883,sd,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,4,4,
HC7884,sd,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.936320575,11.81814434,0.0406711,7.04134,7.33367,655.7363281,659.6347656,39.17773438,45.38476563,2.71875,694.9160156,707.7382813,1315.371094,84.5625,2.720703125,1402.655,0.06028745,0.056377654,0.064126481,0.9377723,0.943619536,0.932032056,0.001939681,2.81E-06,0.003841462,,,,1,,10:03,2,2,0,4,4,0.001953125
HC8331,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,2.858304914,3.628163103,0.0169313,7.00276,7.12234,643.9355469,603.6035156,20.17578125,19.5859375,44.25390625,665.0449219,667.4433594,1247.539063,39.76171875,45.23242188,1332.533,0.0298392,0.030337471,0.029344719,0.9362162,0.968258723,0.904351668,0.03394469,0.001403806,0.066303613,,,,1,,11:02,1,1,1,4,4,0.93359375
HC8333,iw,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2,1,4,4,
HC8334,iw,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2,1,4,4,
HC8335,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.438683947,4.342336212,0.302954,6.04593,8.20455,585.9238281,379.6074219,97.69921875,72.84960938,290.8027344,683.6367188,743.2597656,965.53125,170.5488281,290.9921875,1427.072,0.1195096,0.142911017,0.098013659,0.676582,0.857068984,0.510733178,0.2039086,2.00E-05,0.391253163,,,,1,,09:35,2,2,0,4,4,0.013671875
HC8336,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,2.97844507,3.703935084,0.0605872,6.96991,7.40539,685.0058594,689.0566406,16.22265625,15.06835938,0.759765625,701.2285156,704.8847656,1374.0625,31.29101563,0.759765625,1406.113,0.02225356,0.023134621,0.021377054,0.977206,0.976865379,0.977545089,5.40E-04,0,0.001077858,,,,1,,10:53,2,2,0,4,4,0
HC8337,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.259441793,4.326504292,0.220262,6.0623,7.56285,596.3359375,614.6855469,18.48242188,18.39648438,23.84179688,614.8183594,656.9238281,1211.021484,36.87890625,23.84179688,1271.742,0.02899874,0.030061597,0.028003984,0.9522537,0.969938403,0.935702924,0.01874736,0,0.036293092,,,,1,,11:55,2,2,0,4,4,0
HC8338,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.180589375,4.00674691,0.105797,6.7481,7.50191,651.3398438,654.4589844,22.67578125,17.9453125,31.18945313,674.015625,703.59375,1305.798828,40.62109375,31.18945313,1377.609,0.02948666,0.033642812,0.025505219,0.9478735,0.966357188,0.930166,0.02264028,0,0.044328781,,,,1,,08:34,1,1,1,3,3,0
HC8339,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.23127472,4.095198533,0.0716595,6.86975,7.38033,668.1269531,618.0898438,25.47460938,32.69140625,55.98046875,693.6113281,706.7617188,1286.216797,58.16601563,56.0546875,1400.438,0.04153416,0.036727499,0.046255202,0.9184391,0.963258422,0.874537807,0.04002654,1.41E-05,0.079206991,,,,1,,09:54,1,1,0,3,3,0.009765625
HC8340,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.164146016,4.089305046,0.207751,6.38497,7.86521,653.09375,690.96875,23.96875,29.12304688,1.859375,677.0722656,721.9511719,1344.0625,53.09179688,1.875,1399.029,0.03794903,0.035400579,0.040339358,0.9607106,0.964584998,0.957085156,0.001340215,1.44E-05,0.002575486,,,,1,,09:34,2,2,1,3,3,0.009765625
HC8341,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.209977833,4.081494654,0.3198,6.03834,8.33695,663.6523438,537.9140625,10.55859375,7.322265625,202.4277344,674.2109375,747.6640625,1201.566406,17.88085938,202.5488281,1421.996,0.01257448,0.015660668,0.009793524,0.8449855,0.984339332,0.719459567,0.1424398,0,0.27074691,,,,1,,11:41,2,2,1,3,3,0
HG1234,mg,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.030290321,4.672621429,0.199235,6.07784,7.42273,623.3359375,638.0761719,10.12890625,19.015625,12.70703125,633.4667969,669.7988281,1261.412109,29.14453125,12.74804688,1303.305,0.02236202,0.01598964,0.028390054,0.9678563,0.984007276,0.952638531,0.009781325,3.08E-06,0.018971415,,,,1,,09:20,1,1,0,3,3,0.001953125
HG1239,mg,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.127636644,4.56169301," -0.063747",7.02966,6.59538,657.2421875,653.6074219,13.86132813,11.52148438,3.21875,671.5371094,668.3476563,1310.849609,25.3828125,3.654296875,1339.887,0.01894399,0.020641195,0.017238759,0.9783288,0.978713132,0.977945259,0.002727317,0.000645674,0.004815982,,,,1,,09:47,2,2,0,3,3,0.43359375
HG1246,mg,5,1,1,1,0,0,0,0,0,0,0,0,0,,2.827674972,4.489561044,0.252938,6.00553,7.74448,566.3222656,377.1816406,67.78515625,38.72851563,267.3730469,634.1113281,683.2832031,943.5039063,106.5136719,267.5605469,1317.578,0.08084053,0.106897879,0.056680035,0.7160896,0.89309596,0.552013629,0.20307,6.16E-06,0.391306336,,,,1,,08:33,2,2,1,3,3,0.00390625
HG1254,yl,5,1,1,1,0,0,0,0,0,0,0,0,0,,8.454854947,10.64268856,0.0856886,6.75992,7.3651,665.2734375,675.6464844,42.29101563,45.57226563,5.09375,707.5683594,726.3125,1340.919922,87.86328125,5.09765625,1433.881,0.06127655,0.059769512,0.062744708,0.9351683,0.940224967,0.930242126,0.003555146,5.52E-06,0.007013166,,,,1,,12:30,1,1,0,3,3.2,0.00390625
HG1265,yl,5,1,1,1,0,0,0,0,0,0,0,0,0,,6.287381511,7.525424727,0.0620753,6.9646,7.41077,685.9667969,696.796875,41.69335938,36.0078125,9.00390625,727.6601563,741.8085938,1382.763672,77.70117188,9.00390625,1469.469,0.05287704,0.057297846,0.048540571,0.9409957,0.942702154,0.939321654,0.006127319,0,0.012137776,,,,1,,12:30,2,2,1,3,3,0
HG1268,yl,5,1,1,1,0,0,0,0,0,0,0,0,0,,8.845477499,11.18587143,0.141894,6.56148,7.56361,644.9746094,636.3203125,33.25585938,44.04882813,34.14648438,678.2304688,714.515625,1281.294922,77.3046875,34.14648438,1392.746,0.05550523,0.049033272,0.061648516,0.9199775,0.950966728,0.890561788,0.02451738,0,0.047789696,,,,1,,09:45,2,2,0,3,3,0
HG1330,dk,5,1,1,1,0,0,0,0,0,0,0,0,0,,4.972638228,5.624978235,0.128207,6.72685,7.64834,678.5195313,702.3222656,32.15234375,35.59179688,5.01171875,710.6738281,742.9257813,1380.841797,67.74414063,5.021484375,1453.607,0.04660416,0.045242054,0.047907608,0.9499418,0.954755198,0.945346471,0.003454499,2.75E-06,0.006745921,"decreased signal observed bilaterally",,,1,,11:55,1,1,0,3,3,0.001953125
HG1331,dk,5,1,1,1,0,0,0,0,0,0,0,0,0,,4.13568579,5.70571962,0.118197,6.7628,7.61235,681.5683594,701.2949219,39.70703125,40.86523438,5.07421875,721.2753906,747.234375,1382.863281,80.57226563,5.103515625,1468.539,0.0548656,0.055051138,0.054688644,0.941659,0.944948862,0.938520691,0.003475234,0,0.006790666,,,,1,,12:55,1,1,1,3,3,0
HG1334,dk,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,2,0,3,3,
HG1335,dk,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1,1,3,3,
HG1340,dk,5,1,1,1,0,0,0,0,0,0,0,0,0,,4.326705967,5.399074533,0.0635654,6.95908,7.41596,687.8066406,691.0605469,28.53320313,30.70703125,9.19140625,716.3496094,730.9589844,1378.867188,59.24023438,9.23046875,1447.337,0.0409305,0.039831393,0.04200924,0.9526924,0.960154974,0.945416312,0.006377553,1.36E-05,0.012574449,,,,1,,01:50,2,2,1,3,3,0.009765625
HG1341,ag,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,4,4,
HG1342,dk,5,1,1,1,0,0,0,0,0,0,0,0,0,,4.41838398,5.66752197,0.316984,6.04856,8.32696,660.3535156,325.09375,42.89453125,61.17578125,380.6152344,703.2480469,766.8847656,985.4472656,104.0703125,380.8671875,1470.385,0.07077759,0.060994881,0.079771804,0.6701968,0.939005119,0.423914732,0.2590255,0,0.496313464,,,,1,,11:25,1,1,0,3,3,0
HG1354,ag,5,1,1,1,0,0,0,0,0,0,0,0,0,,2.850138204,4.706698043,0.161962,6.60547,7.76957,681.0351563,696.6367188,25.6953125,29.73828125,19.5625,706.7402344,745.9375,1377.671875,55.43359375,19.60546875,1452.711,0.03815872,0.036357506,0.039866988,0.9483455,0.963628676,0.933907625,0.01349578,1.38E-05,0.026225388,"HG1463 in IDA for MRI",,,1,,10:10,1,1,1,3,3,0.009765625
HG1360,ag,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.746614618,5.899588533,0.374439,5.79115,8.45908,618.5273438,355.3457031,54.85742188,45.84179688,352.9042969,673.3847656,754.0917969,973.8730469,100.6992188,353.1640625,1427.736,0.07053069,0.081465196,0.060790738,0.68211,0.918534804,0.471223404,0.2473595,0,0.467985858,,,,1,,09:10,1,1,0,4,4,0
HG1361,ag,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,4,4,
HG1362,ag,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,4,4,
HG1365,ag,5,1,1,1,0,0,0,0,0,0,0,0,0,,2.992220947,5.046275493,0.183937,6.4699,7.78049,688.8398438,728.953125,16.578125,17.08398438,5.970703125,705.4199219,752.0078125,1417.792969,33.66210938,5.97265625,1457.428,0.02309693,0.023501073,0.022717828,0.9728048,0.976496158,0.969342489,0.00409808,2.77E-06,0.007939682,,,,1,,09:00,2,2,1,3,3,0.001953125
HG1366,ag,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.304511062,5.210422136,0.149055,6.65196,7.72332,680.2128906,700.84375,30.40039063,30.69140625,9.0390625,710.6132813,740.5742188,1381.056641,61.09179688,9.083984375,1451.233,0.04209648,0.042780499,0.041442715,0.9516439,0.957219501,0.946351807,0.006259494,0,0.012205478,,,,1,,09:00,1,1,1,3,3,0
HG1367,ag,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,3,3,
HG1432,dk,5,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poor brain extraction leads to incorrect brain registration/segmentation",,,1,,10:45,1,1,0,4,4,
HG1433,dk,5,1,1,1,0,0,0,0,0,0,0,0,0,,4.935129475,5.913524221," -0.0909292",7.51428,6.86073,691.4863281,611.328125,44.69726563,60.76367188,52.34765625,736.2207031,724.4394531,1302.814453,105.4609375,52.40820313,1460.683,0.07219972,0.060711775,0.083876812,0.8919211,0.93923782,0.843863655,0.03587924,5.04E-05,0.072259533,,,,1,,01:15,2,2,1,4,4,0.037109375
HG1434,dk,5,1,1,1,0,0,0,0,0,0,0,0,0,,4.510893098,5.953166587," -0.0561986",7.32528,6.92486,678.4375,618.8632813,35.00390625,42.796875,50.93359375,713.46875,712.59375,1297.300781,77.80078125,50.97460938,1426.077,0.05455581,0.049061583,0.060057887,0.9096991,0.950900092,0.868465772,0.03574464,3.83E-05,0.071476341,,,,1,,10:30,2,2,0,4,4,0.02734375
HG1435,dk,5,1,1,1,0,0,0,0,0,0,0,0,0,,4.785145114,5.911985721,,,,712.2363281,604.3496094,22.63085938,39.5234375,66.359375,737.6699219,710.2324219,1316.585938,62.15429688,69.18164063,1447.922,0.04292655,0.030678843,0.055648597,0.9092935,0.965521715,0.850918081,0.04777995,0.003799442,0.093433323,"unreliable midline shift estimates",,,1,,11:35,2,2,1,4,4,2.802734375
HG1453,ag,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.605633402,5.703864013," -0.0224832",7.2683,7.10671,708.1660156,701.2128906,24.359375,23.44140625,8.224609375,733.109375,732.8789063,1409.378906,47.80078125,8.822265625,1466.002,0.03260622,0.033227477,0.031985374,0.9613759,0.965975937,0.956792295,0.006017909,0.000796586,0.011222331,,,,1,,10:10,2,2,1,4,4,0.583984375
LJ5661,yl,5,1,1,1,0,0,0,0,0,0,0,0,0,,8.860499824,11.56329687,0.0222471,7.10756,7.26746,697.2792969,606.7539063,27.7734375,34.98046875,98.33984375,725.0527344,740.0742188,1304.033203,62.75390625,98.359375,1465.146,0.04283116,0.038305403,0.047266163,0.8900362,0.961694597,0.819855483,0.06713282,0,0.132878354,,,,1,,10:30,1,1,1,4,4,0
LJ5662,yl,5,1,1,1,0,0,0,0,0,0,0,0,0,,8.645878757,11.82269617," -0.00373194",7.01309,6.98697,668.7128906,672.53125,44.71875,46.5,0.853515625,713.5878906,719.8847656,1341.244141,91.21875,1.009765625,1433.473,0.06363479,0.062667473,0.064593671,0.9356605,0.937113563,0.9342207,7.04E-04,0.000218964,0.001185628,,,,1,,11:00,1,1,0,4,4,0.15625
LJ5663,yl,5,1,1,1,0,0,0,0,0,0,0,0,0,,8.756314901,11.79450974,0.268405,6.22315,8.15238,662.0664063,526.3847656,31.12109375,27.36523438,200.0976563,693.1875,753.8476563,1188.451172,58.48632813,200.1757813,1447.113,0.04041587,0.044895636,0.036300749,0.8212565,0.955104364,0.698264114,0.1383277,0,0.265435137,,,,1,,09:30,1,1,0,4,4,0
LJ5668,yl,5,1,1,1,0,0,0,0,0,0,0,0,0,,9.510264194,12.82278975,0.112547,6.72408,7.52598,647.5234375,661.421875,54.59570313,59.97070313,2.9296875,702.1191406,724.3222656,1308.945313,114.5664063,2.9296875,1426.441,0.08031626,0.07775846,0.082795609,0.91763,0.92224154,0.913159662,0.002053844,0,0.004044729,,,,1,,09:40,1,1,0,3,3,0
LJ5670,yl,5,1,1,1,0,0,0,0,0,0,0,0,0,,11.56985656,13.84254342,0.37528,5.78807,8.46194,607.1777344,270.4921875,73.55273438,76.53515625,416.1015625,680.7441406,763.1289063,877.6699219,150.0878906,416.3183594,1444.076,0.1039335,0.108047547,0.100291256,0.6077727,0.89193237,0.354451503,0.288294,2.01E-05,0.545257242,,,,1,,10:45,2,2,0,4,4,0.013671875
LJ5675,yl,5,1,1,1,0,0,0,0,0,0,0,0,0,,8.499537796,11.65876181,0.0814532,6.89481,7.48026,678.28125,694.8671875,41.78320313,43.89648438,0.8828125,720.0644531,739.6464844,1373.148438,85.6796875,0.8828125,1459.711,0.05869634,0.058027032,0.059347925,0.9406985,0.941972968,0.939458515,6.05E-04,0,0.00119356,,,,1,,10:30,2,2,0,4,4,0
LJ5676,yl,5,1,1,1,0,0,0,0,0,0,0,0,0,,7.417943767,8.765909764,0.0275944,7.08849,7.28683,686.9941406,703.2109375,32.54882813,31.515625,1.55078125,719.5429688,736.2773438,1390.205078,64.06445313,1.55078125,1455.82,0.04400575,0.04523542,0.042804013,0.9549292,0.95476458,0.955089741,0.001065229,0,0.002106246,,,,1,,11:30,2,2,1,4,3.6,0
LW7390,mg,5,1,1,1,0,0,0,0,0,0,0,0,0,,2.973151235,4.800923465,,,,705.2773438,572.9589844,16.6953125,19.5078125,91,722.9199219,683.4667969,1278.236328,36.203125,92.09570313,1406.535,0.02573922,0.023094276,0.028542444,0.9087836,0.975595391,0.83831283,0.06547701,0.001310333,0.133144727,"unreliable midline shift estimates",,,1,,09:08,2,2,1,4,4,0.947265625
LW7395,mg,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2,0,4,4,
MJ5135,sd,5,1,1,1,0,0,0,0,0,0,0,0,0,,4.168799924,8.574334457," -0.140701",7.69316,6.68187,705.0351563,589.875,29.671875,47.83007813,73.11914063,737.484375,710.8242188,1294.910156,77.50195313,75.953125,1448.365,0.05350996,0.040233903,0.067288194,0.8940495,0.956000127,0.829846514,0.05244059,0.00376597,0.102865292,,,,1,,10:47,1,1,1,3,3,2.77734375
MJ5137,sd,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.981180639,9.956653554,0.108718,6.67867,7.4465,698.6640625,712.4609375,24.46484375,25.56445313,2.095703125,723.1347656,740.1210938,1411.125,50.02929688,2.103515625,1463.258,0.03419035,0.033831652,0.034540906,0.964372,0.966160245,0.962627526,0.001437556,8.10E-06,0.002831568,,,,1,,09:43,1,1,0,3,3,0.005859375
MJ5138,sd,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,3,3,
MJ5139,sd,5,1,1,1,0,0,0,0,0,0,0,0,0,,5.189409987,12.93019421,0.33853,5.97092,8.40411,668.9570313,303.6582031,28.99804688,62.91796875,401.5625,697.9550781,768.1386719,972.6152344,91.91601563,401.7910156,1466.322,0.06268474,0.041547154,0.081909649,0.6633026,0.958452846,0.395316906,0.2740128,0,0.522773445,,,,1,,09:10,1,1,1,4,4,0
MJ5141,sd,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.458516251,9.490705588,0.218197,6.40336,7.97165,663.34375,711.2167969,22.08203125,21.78515625,1.875,685.4257813,734.8769531,1374.560547,43.8671875,1.880859375,1420.309,0.03088567,0.032216517,0.029644631,0.9677901,0.967783483,0.967803921,0.00132426,0,0.002551448,,,,1,,10:07,2,2,1,3,3,0
MJ5142,sd,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,3,3,
MJ5174,sd,5,1,1,1,0,0,0,0,0,0,0,0,0,,4.131273402,9.700335177,,,,716.5546875,612.4023438,36.09960938,38.5,60.25390625,753.15625,711.15625,1328.957031,74.59960938,60.80859375,1464.366,0.05094328,0.047931102,0.054137189,0.9075306,0.951402431,0.861136134,0.04152554,0.000666466,0.084726678,"unreliable midline shift estimates",,,1,,10:00,2,2,1,4,4,0.501953125
MJ5175,sd,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2,1,4,4,
MJ5176,sd,5,1,1,1,0,0,0,0,0,0,0,0,0,,4.208795002,10.06428763,0.00795852,7.09666,7.15337,693.9003906,700.3261719,30.23242188,32.88671875,3.84375,724.1328125,737.0566406,1394.226563,63.11914063,3.84375,1461.19,0.04319708,0.04174983,0.044618984,0.9541723,0.95825017,0.950166016,0.002630561,0,0.005214999,,,,1,,14:16,1,1,1,4,4,0
MJ5182,sd,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,4,4,
MJ5183,sd,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.528898361,10.25345384,0.26586,6.23207,8.14294,619.0429688,382.9140625,63.61523438,56.02929688,301.7011719,682.6679688,740.6445313,1001.957031,119.6445313,301.9609375,1423.563,0.08404581,0.093186201,0.075649376,0.7038375,0.906799494,0.517001134,0.2121163,1.43E-05,0.40734949,,,,1,,12:06,1,1,0,4,4,0.009765625
MJ5184,sd,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,2,1,4,4,
MJ5831,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.13764158,3.919600158,0.101229,6.70511,7.42004,647.9824219,597.75,16.91601563,16.13867188,66.94921875,664.9023438,680.8378906,1245.732422,33.0546875,66.984375,1345.771,0.0245619,0.025441354,0.023704133,0.9256642,0.974552771,0.877962299,0.04977398,5.87E-06,0.098333568,,,,1,,10:45,2,2,0,4,4,0.00390625
MJ5832,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.185523444,3.894361733,0.308126,6.0802,8.29487,647.1542969,492.4785156,20.05273438,35.06640625,213.59375,667.2070313,741.1386719,1139.632813,55.11914063,213.6308594,1408.383,0.03913647,0.030054741,0.047314231,0.8091783,0.969945259,0.664489028,0.1516852,0,0.288196741,,,,1,,12:40,1,1,0,4,4,0
MJ5833,iw,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,0,4,4,
MJ5834,iw,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,4,4,
MJ5835,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,2.900394609,3.596644421,0.150759,6.53014,7.59488,661.8007813,691.0371094,24.02929688,24.97265625,5.4140625,685.84375,721.4238281,1352.837891,49.00195313,5.427734375,1407.268,0.03482062,0.03503611,0.034615791,0.9613222,0.964943956,0.957879519,0.00385693,1.99E-05,0.00750469,,,,1,,09:37,1,1,1,4,4,0.013671875
MJ5836,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.252895561,4.133555761,0.354383,5.86253,8.38751,644.1445313,563.0878906,20.22851563,10.76171875,165.7734375,664.3789063,739.6230469,1207.232422,30.99023438,165.8535156,1404.076,0.02207162,0.030447257,0.014550275,0.8598053,0.969543923,0.761317394,0.1181229,8.82E-06,0.224132331,,,,1,,12:03,2,2,0,4,4,0.005859375
MJ5837,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.256905543,4.016711079,,,,688.6503906,594.2089844,37.3046875,38.49804688,30.02148438,726.1777344,662.7285156,1282.859375,75.80273438,30.24414063,1388.906,0.05457729,0.051371291,0.058090222,0.9236471,0.948322095,0.896609955,0.02177551,0.000306614,0.045299823,"poor CSF contrast creates unreliable midline shift estimate",,,1,,09:38,2,2,1,4,4,0.22265625
MJ5838,iw,5,1,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,3,,
MJ5839,iw,5,1,1,1,0,0,0,0,0,0,0,0,0,,3.412497626,4.61548027,0.32317,5.8691,8.13136,614.1171875,650.2597656,44.70703125,43.95703125,34.08398438,658.828125,728.3007813,1264.376953,88.6640625,34.08984375,1387.131,0.06391902,0.067858413,0.060355601,0.9115051,0.932135658,0.892845075,0.02457579,5.93E-06,0.046799324,,,,1,,10:44,2,2,0,3,3,0.00390625
